Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,IWH,IWD,IWA,WHH,WHD,WHA,Season,MatchDayOfWeek,MatchMonth,HomeElo,AwayElo,HomeTeamGoalsCurrentSeason,AwayTeamGoalsCurrentSeason,HomeTeamGoalsConcededCurrentSeason,AwayTeamGoalsConcededCurrentSeason,HomeWinRateHistorical,AwayWinRateHistorical,HomeWinRateSeason,AwayWinRateSeason,HeadToHeadMatches,HeadToHeadHomeWinRate,HeadToHeadAwayWinRate,HeadToHeadHomeGoals,HeadToHeadAwayGoals,HomeGoalsLast5Matches,AwayGoalsLast5Matches,HomeWinningStreakCurrentSeason,AwayWinningStreakCurrentSeason,HomeLosingStreakCurrentSeason,AwayLosingStreakCurrentSeason,OddsRatioHomeAwayB365,OddsRatioHomeAwayIWD,OddsRatioHomeAwayWH,HomeTeam_Ascoli,HomeTeam_Atalanta,HomeTeam_Bari,HomeTeam_Benevento,HomeTeam_Bologna,HomeTeam_Brescia,HomeTeam_Cagliari,HomeTeam_Carpi,HomeTeam_Catania,HomeTeam_Cesena,HomeTeam_Chievo,HomeTeam_Cremonese,HomeTeam_Crotone,HomeTeam_Empoli,HomeTeam_Fiorentina,HomeTeam_Frosinone,HomeTeam_Genoa,HomeTeam_Inter,HomeTeam_Juventus,HomeTeam_Lazio,HomeTeam_Lecce,HomeTeam_Livorno,HomeTeam_Messina,HomeTeam_Milan,HomeTeam_Monza,HomeTeam_Napoli,HomeTeam_Novara,HomeTeam_Palermo,HomeTeam_Parma,HomeTeam_Pescara,HomeTeam_Reggina,HomeTeam_Roma,HomeTeam_Salernitana,HomeTeam_Sampdoria,HomeTeam_Sassuolo,HomeTeam_Siena,HomeTeam_Spal,HomeTeam_Spezia,HomeTeam_Torino,HomeTeam_Treviso,HomeTeam_Udinese,HomeTeam_Venezia,HomeTeam_Verona,AwayTeam_Ascoli,AwayTeam_Atalanta,AwayTeam_Bari,AwayTeam_Benevento,AwayTeam_Bologna,AwayTeam_Brescia,AwayTeam_Cagliari,AwayTeam_Carpi,AwayTeam_Catania,AwayTeam_Cesena,AwayTeam_Chievo,AwayTeam_Cremonese,AwayTeam_Crotone,AwayTeam_Empoli,AwayTeam_Fiorentina,AwayTeam_Frosinone,AwayTeam_Genoa,AwayTeam_Inter,AwayTeam_Juventus,AwayTeam_Lazio,AwayTeam_Lecce,AwayTeam_Livorno,AwayTeam_Messina,AwayTeam_Milan,AwayTeam_Monza,AwayTeam_Napoli,AwayTeam_Novara,AwayTeam_Palermo,AwayTeam_Parma,AwayTeam_Pescara,AwayTeam_Reggina,AwayTeam_Roma,AwayTeam_Salernitana,AwayTeam_Sampdoria,AwayTeam_Sassuolo,AwayTeam_Siena,AwayTeam_Spal,AwayTeam_Spezia,AwayTeam_Torino,AwayTeam_Treviso,AwayTeam_Udinese,AwayTeam_Venezia,AwayTeam_Verona
2011-04-23,Bologna,Cesena,0,2,0,0,0,1,20,13,12,21,3,4,2,4,0,0,3.25,1.7,5.0,2.9,1.85,4.0,3.4,1.7,5.5,6,5,4,1500.3724998303587,1483.3831316058443,34,30,44,45,0.37037037037037035,0.125,0.4375,0.125,1,1.0,0.0,2,0,1.0,1.0,0,1,3,0,0.65,0.725,0.6181818181818182,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-23,Genoa,Lecce,4,2,2,2,2,1,14,16,9,16,7,6,3,1,0,0,2.2,2.38,4.5,2.3,2.5,3.5,2.3,2.4,4.5,6,5,4,1522.1712511034652,1443.2957126658769,34,38,37,56,0.5205479452054794,0.14814814814814814,0.4375,0.1875,3,1.0,0.0,9,2,3.0,2.0,1,2,0,0,0.48888888888888893,0.6571428571428571,0.5111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-23,Brescia,Milan,0,1,0,0,0,1,11,18,23,13,7,4,4,2,0,0,5.75,3.1,1.75,5.0,3.1,1.65,5.0,3.2,1.8,6,5,4,1459.24783702301,1703.652793788482,28,59,43,23,0.375,0.4774774774774775,0.375,0.625,1,0.0,1.0,0,3,2.0,3.0,0,3,1,0,3.2857142857142856,3.0303030303030303,2.7777777777777777,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-23,Bari,Sampdoria,0,1,0,0,0,1,13,12,23,15,6,5,2,2,0,1,4.5,4.75,1.5,5.0,4.1,1.5,5.0,5.0,1.44,6,5,4,1412.3321137284925,1493.9365087585884,20,26,48,39,0.37142857142857144,0.23423423423423423,0.125,0.125,3,0.3333333333333333,0.3333333333333333,2,4,0.0,0.0,0,0,1,7,3.0,3.3333333333333335,3.4722222222222223,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-04-23,Inter,Lazio,2,1,2,1,1,1,14,13,9,18,5,12,1,3,1,1,1.85,3.3,4.5,1.9,3.3,3.7,1.95,3.2,4.2,6,5,4,1701.2726973045033,1586.2218537464562,58,45,37,30,0.7837837837837838,0.3063063063063063,0.75,0.375,11,0.7272727272727273,0.09090909090909091,22,8,5.0,2.0,0,2,1,0,0.41111111111111115,0.5135135135135135,0.46428571428571425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-30,Cesena,Inter,1,2,0,0,0,1,9,14,11,11,9,3,3,2,0,0,4.33,3.25,1.91,3.5,3.1,2.0,4.5,3.3,1.85,6,5,4,1491.038341802964,1710.8397699817856,32,60,45,38,0.35294117647058826,0.5267857142857143,0.35294117647058826,0.4117647058823529,1,0.0,1.0,2,3,2.0,2.0,2,1,0,0,2.267015706806283,1.75,2.4324324324324325,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-30,Napoli,Genoa,1,0,2,0,0,1,24,9,13,13,14,6,2,1,0,0,1.33,5.0,9.0,1.35,4.5,7.3,1.33,4.5,11.0,6,5,4,1618.43542469046,1532.7785138624145,54,38,34,39,0.5540540540540541,0.25675675675675674,0.6470588235294118,0.23529411764705882,7,0.14285714285714285,0.7142857142857143,5,12,3.0,1.0,0,2,2,0,0.14777777777777779,0.18493150684931509,0.12090909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-01,Milan,Bologna,1,0,2,1,0,2,11,6,12,21,8,3,1,4,0,1,1.2,6.5,13.0,1.22,5.5,11.0,1.2,6.5,13.0,6,6,5,1706.0737300177962,1492.717289633239,60,34,23,46,0.6696428571428571,0.18181818181818182,0.6470588235294118,0.23529411764705882,5,0.6,0.2,9,3,4.0,2.0,4,0,0,4,0.0923076923076923,0.1109090909090909,0.0923076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-01,Parma,Palermo,3,1,2,2,0,2,9,19,8,12,3,4,0,0,0,0,1.95,3.0,4.5,1.8,3.2,4.2,1.91,3.4,4.0,6,6,5,1490.1845172746043,1572.2781482367704,34,52,45,55,0.40860215053763443,0.25,0.29411764705882354,0.29411764705882354,9,0.3333333333333333,0.3333333333333333,13,15,1.0,1.0,2,2,0,0,0.43333333333333335,0.42857142857142855,0.4775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-01,Fiorentina,Udinese,5,2,2,2,1,2,15,15,17,21,3,5,1,3,0,0,2.5,3.2,2.8,2.4,3.2,2.7,2.5,3.2,2.9,6,6,5,1547.1919958063597,1584.428961862477,40,59,36,37,0.6607142857142857,0.26785714285714285,0.47058823529411764,0.47058823529411764,11,0.45454545454545453,0.45454545454545453,19,16,1.0,4.0,1,0,0,1,0.8928571428571429,0.8888888888888888,0.8620689655172414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011-05-01,Sampdoria,Brescia,3,3,1,0,0,1,20,7,16,24,9,3,2,2,0,0,1.85,3.3,4.5,1.8,3.3,4.1,1.83,3.4,4.5,6,6,5,1499.138700968054,1456.826900793696,27,28,39,44,0.45535714285714285,0.058823529411764705,0.29411764705882354,0.058823529411764705,1,0.0,1.0,0,1,0.0,0.0,1,0,0,2,0.41111111111111115,0.4390243902439025,0.4066666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-01,Catania,Cagliari,2,0,2,0,0,1,16,9,13,16,5,2,2,2,1,0,1.33,4.75,9.0,1.4,4.1,7.0,1.33,4.75,9.5,6,6,5,1477.5337699241943,1508.2830102554,33,42,47,42,0.46236559139784944,0.16964285714285715,0.5294117647058824,0.23529411764705882,9,0.4444444444444444,0.3333333333333333,10,11,4.0,1.0,0,0,1,1,0.14777777777777779,0.19999999999999998,0.14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-01,Bari,Roma,2,3,0,2,1,2,9,20,16,15,4,5,2,1,1,2,9.0,5.5,1.3,8.0,5.0,1.3,9.0,5.5,1.3,6,6,5,1407.1299215190268,1651.1378060984227,20,52,49,47,0.3611111111111111,0.4107142857142857,0.11764705882352941,0.35294117647058826,3,0.0,1.0,1,5,0.0,3.0,0,1,2,0,6.9230769230769225,6.153846153846153,6.9230769230769225,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011-05-01,Chievo,Lecce,1,0,2,0,0,1,9,14,12,13,3,10,2,1,0,0,2.63,2.05,4.33,2.3,2.2,4.0,2.5,2.1,4.5,6,6,5,1476.5151253155007,1432.6884499069276,32,40,35,60,0.3225806451612903,0.14545454545454545,0.29411764705882354,0.17647058823529413,5,0.2,0.4,6,7,1.0,1.0,0,0,1,1,0.6073903002309469,0.575,0.5555555555555556,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-02,Lazio,Juventus,0,1,0,0,0,1,16,5,14,19,3,6,0,3,1,0,2.1,3.2,3.6,2.1,3.3,3.1,2.1,3.25,3.6,6,0,5,1576.6547810691739,1587.1306687250126,46,52,32,42,0.49107142857142855,0.4731182795698925,0.7058823529411765,0.35294117647058826,9,0.0,0.5555555555555556,9,18,4.0,2.0,0,3,1,0,0.5833333333333334,0.6774193548387097,0.5833333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-07,Roma,Milan,0,0,1,0,0,1,6,8,17,15,5,6,1,3,0,0,2.5,3.2,2.88,2.2,3.2,3.0,2.5,3.3,2.8,6,5,5,1653.563610325983,1712.9221131360946,55,61,49,23,0.6875,0.48214285714285715,0.5882352941176471,0.6470588235294118,11,0.5454545454545454,0.18181818181818182,15,11,2.0,4.0,2,5,0,0,0.8680555555555556,0.7333333333333334,0.8928571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-07,Palermo,Bari,2,1,2,1,1,1,13,15,12,8,5,4,1,2,0,0,1.44,4.33,7.0,1.35,4.5,7.3,1.4,4.5,8.0,6,5,5,1557.4695078082655,1404.7041172914664,53,22,58,52,0.5625,0.1111111111111111,0.5882352941176471,0.11764705882352941,3,0.0,0.3333333333333333,4,6,2.0,1.0,0,0,1,3,0.2057142857142857,0.18493150684931509,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-08,Udinese,Lazio,2,1,2,2,0,2,10,20,18,20,0,6,2,4,1,0,2.25,3.0,3.5,2.1,3.3,3.1,2.2,3.1,3.4,6,6,5,1570.6723374812339,1569.7315301569492,61,46,42,33,0.48214285714285715,0.30357142857142855,0.5882352941176471,0.35294117647058826,11,0.2727272727272727,0.36363636363636365,19,23,2.0,1.0,0,0,2,2,0.6428571428571429,0.6774193548387097,0.6470588235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-08,Lecce,Napoli,2,1,2,0,0,1,11,18,19,9,3,5,2,4,1,1,2.2,3.3,3.25,1.8,3.4,3.6,2.2,3.4,3.2,6,6,5,1421.0855937953615,1628.8480176194676,40,55,61,34,0.23636363636363636,0.2702702702702703,0.35294117647058826,0.5294117647058824,3,0.0,0.6666666666666666,1,5,2.0,3.0,0,1,2,0,0.676923076923077,0.5,0.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-08,Inter,Fiorentina,3,1,2,2,0,2,16,18,12,13,6,3,0,1,0,0,1.67,3.75,5.0,1.6,3.6,5.0,1.67,3.75,5.0,6,6,5,1713.5786085980574,1560.948620187603,62,45,39,38,0.7857142857142857,0.29464285714285715,0.7647058823529411,0.17647058823529413,11,0.7272727272727273,0.09090909090909091,19,8,5.0,3.0,2,2,0,0,0.33399999999999996,0.32,0.33399999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-08,Brescia,Catania,1,2,0,0,1,0,14,8,16,10,10,1,3,0,1,0,1.85,3.3,4.5,1.9,3.4,3.6,1.91,3.25,4.2,6,6,5,1455.1815931949868,1491.1289004788143,31,35,47,47,0.35294117647058826,0.06451612903225806,0.35294117647058826,0.0,1,0.0,1.0,0,1,1.0,0.0,0,1,2,0,0.41111111111111115,0.5277777777777778,0.4547619047619047,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-08,Cagliari,Cesena,0,2,0,0,0,1,19,5,7,13,13,1,2,1,0,0,3.6,2.63,2.3,2.15,3.4,3.35,3.4,2.8,2.4,6,6,5,1494.68787970078,1488.2995031866922,42,33,44,47,0.41964285714285715,0.17647058823529413,0.47058823529411764,0.17647058823529413,1,0.0,1.0,0,1,2.0,2.0,0,0,2,1,1.565217391304348,0.6417910447761194,1.4166666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-08,Bologna,Parma,0,0,1,0,0,1,9,7,14,17,3,2,2,1,0,0,4.5,1.4,6.5,2.15,3.4,3.35,5.0,1.4,6.5,6,6,5,1485.8689065149406,1504.9931577031093,34,37,47,46,0.36363636363636365,0.15053763440860216,0.4117647058823529,0.23529411764705882,3,0.3333333333333333,0.3333333333333333,3,3,0.0,2.0,0,3,5,0,0.6923076923076923,0.6417910447761194,0.7692307692307693,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-08,Genoa,Sampdoria,2,1,2,1,0,2,9,14,20,21,2,10,4,2,1,0,2.6,3.2,2.75,2.7,3.3,2.3,2.7,3.0,2.8,6,6,5,1522.3659209334069,1500.7840085667633,38,30,40,42,0.527027027027027,0.24107142857142858,0.47058823529411764,0.17647058823529413,7,0.5714285714285714,0.2857142857142857,8,3,4.0,1.0,0,1,1,0,0.9454545454545454,1.173913043478261,0.9642857142857144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-05-09,Juventus,Chievo,2,2,1,1,0,2,16,19,13,14,7,6,3,2,0,0,1.29,5.0,12.0,1.25,5.0,10.0,1.29,5.0,11.0,6,0,5,1594.0539196372372,1488.1179814270668,53,33,42,35,0.5806451612903226,0.22580645161290322,0.47058823529411764,0.23529411764705882,7,0.42857142857142855,0.14285714285714285,9,6,2.0,1.0,4,1,0,0,0.1075,0.125,0.11727272727272728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-14,Lazio,Genoa,4,2,2,1,1,1,9,17,7,8,3,6,0,1,0,0,1.4,4.6,7.5,1.3,5.0,7.5,1.36,5.0,7.5,6,5,5,1556.9552027194543,1534.5854131664237,47,40,35,41,0.48672566371681414,0.25333333333333335,0.6666666666666666,0.2222222222222222,7,0.5714285714285714,0.14285714285714285,8,4,4.0,0.0,0,1,3,0,0.18666666666666665,0.17333333333333334,0.18133333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-14,Milan,Cagliari,4,1,2,3,1,2,13,21,7,16,3,4,0,0,0,0,1.53,3.6,7.5,1.5,3.6,6.0,1.53,3.6,7.5,6,5,5,1708.6321118539897,1487.3188784159202,61,42,23,46,0.672566371681416,0.168141592920354,0.6666666666666666,0.2222222222222222,11,0.8181818181818182,0.0,22,10,4.0,1.0,5,0,0,3,0.20400000000000001,0.25,0.20400000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-15,Sampdoria,Palermo,1,2,0,0,1,0,15,16,16,20,14,7,3,3,0,0,1.36,4.75,8.0,1.3,5.0,7.5,1.36,5.0,7.5,6,6,5,1488.5645163337465,1565.9623673083895,31,55,44,59,0.45132743362831856,0.24778761061946902,0.2777777777777778,0.2777777777777778,11,0.2727272727272727,0.36363636363636365,12,14,0.0,1.0,0,1,1,0,0.17,0.17333333333333334,0.18133333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-15,Parma,Juventus,1,0,2,0,0,1,11,15,17,19,6,6,2,2,0,0,3.6,3.3,2.05,3.7,3.3,1.9,3.4,3.4,2.1,6,6,5,1501.692811053312,1593.8830862234079,37,55,46,44,0.4148936170212766,0.4787234042553192,0.3333333333333333,0.3888888888888889,7,0.2857142857142857,0.42857142857142855,12,13,2.0,2.0,3,4,0,0,1.75609756097561,1.9473684210526319,1.6190476190476188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-15,Napoli,Inter,1,1,1,1,1,1,13,6,7,7,1,4,1,0,0,0,3.8,1.75,3.8,3.0,1.8,3.7,4.33,1.73,4.0,6,6,5,1611.7548299930183,1722.0752769840974,56,65,36,40,0.56,0.5309734513274337,0.6666666666666666,0.4444444444444444,7,0.2857142857142857,0.5714285714285714,6,10,3.0,2.0,0,3,1,0,1.0,0.8108108108108107,1.0825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-15,Fiorentina,Bologna,1,1,1,1,0,2,16,9,15,24,7,3,1,3,1,1,1.73,3.0,6.5,1.8,2.8,5.0,1.75,3.0,6.5,6,6,5,1552.451951801563,1489.169253164738,46,34,41,47,0.6637168141592921,0.17857142857142858,0.5,0.2222222222222222,5,0.4,0.2,7,5,2.0,2.0,0,0,1,5,0.26615384615384613,0.36,0.2692307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-15,Chievo,Udinese,0,2,0,0,1,0,8,19,12,8,3,12,1,1,0,0,7.5,4.33,1.36,7.0,4.1,1.4,7.0,4.33,1.44,6,6,5,1488.288814840896,1583.4486649187288,35,63,37,43,0.32978723404255317,0.26548672566371684,0.3333333333333333,0.4444444444444444,9,0.3333333333333333,0.3333333333333333,9,8,2.0,3.0,1,1,0,0,5.514705882352941,5.0,4.861111111111112,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
