Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,IWH,IWD,IWA,WHH,WHD,WHA,Season,MatchDayOfWeek,MatchMonth,HomeElo,AwayElo,HomeTeamGoalsCurrentSeason,AwayTeamGoalsCurrentSeason,HomeTeamGoalsConcededCurrentSeason,AwayTeamGoalsConcededCurrentSeason,HomeWinRateHistorical,AwayWinRateHistorical,HomeWinRateSeason,AwayWinRateSeason,HeadToHeadMatches,HeadToHeadHomeWinRate,HeadToHeadAwayWinRate,HeadToHeadHomeGoals,HeadToHeadAwayGoals,HomeGoalsLast5Matches,AwayGoalsLast5Matches,HomeWinningStreakCurrentSeason,AwayWinningStreakCurrentSeason,HomeLosingStreakCurrentSeason,AwayLosingStreakCurrentSeason,OddsRatioHomeAwayB365,OddsRatioHomeAwayIWD,OddsRatioHomeAwayWH,HomeTeam_Alaves,HomeTeam_Almeria,HomeTeam_Ath Bilbao,HomeTeam_Ath Madrid,HomeTeam_Barcelona,HomeTeam_Betis,HomeTeam_Cadiz,HomeTeam_Celta,HomeTeam_Cordoba,HomeTeam_Eibar,HomeTeam_Elche,HomeTeam_Espanol,HomeTeam_Getafe,HomeTeam_Gimnastic,HomeTeam_Girona,HomeTeam_Granada,HomeTeam_Hercules,HomeTeam_Huesca,HomeTeam_La Coruna,HomeTeam_Las Palmas,HomeTeam_Leganes,HomeTeam_Levante,HomeTeam_Malaga,HomeTeam_Mallorca,HomeTeam_Murcia,HomeTeam_Numancia,HomeTeam_Osasuna,HomeTeam_Real Madrid,HomeTeam_Recreativo,HomeTeam_Santander,HomeTeam_Sevilla,HomeTeam_Sociedad,HomeTeam_Sp Gijon,HomeTeam_Tenerife,HomeTeam_Valencia,HomeTeam_Valladolid,HomeTeam_Vallecano,HomeTeam_Villarreal,HomeTeam_Xerez,HomeTeam_Zaragoza,AwayTeam_Alaves,AwayTeam_Almeria,AwayTeam_Ath Bilbao,AwayTeam_Ath Madrid,AwayTeam_Barcelona,AwayTeam_Betis,AwayTeam_Cadiz,AwayTeam_Celta,AwayTeam_Cordoba,AwayTeam_Eibar,AwayTeam_Elche,AwayTeam_Espanol,AwayTeam_Getafe,AwayTeam_Gimnastic,AwayTeam_Girona,AwayTeam_Granada,AwayTeam_Hercules,AwayTeam_Huesca,AwayTeam_La Coruna,AwayTeam_Las Palmas,AwayTeam_Leganes,AwayTeam_Levante,AwayTeam_Malaga,AwayTeam_Mallorca,AwayTeam_Murcia,AwayTeam_Numancia,AwayTeam_Osasuna,AwayTeam_Real Madrid,AwayTeam_Recreativo,AwayTeam_Santander,AwayTeam_Sevilla,AwayTeam_Sociedad,AwayTeam_Sp Gijon,AwayTeam_Tenerife,AwayTeam_Valencia,AwayTeam_Valladolid,AwayTeam_Vallecano,AwayTeam_Villarreal,AwayTeam_Xerez,AwayTeam_Zaragoza
2007-05-13,Ath Bilbao,La Coruna,1,1,1,0,0,1,7,8,20,22,8,3,3,3,1,1,1.9,3.25,4.0,1.75,3.2,4.3,1.9,3.2,3.5,2,6,5,1455.2626829487108,1498.5608970311248,36,24,54,33,0.3142857142857143,0.3142857142857143,0.25,0.125,3,0.6666666666666666,0.3333333333333333,5,3,2.0,1.0,0,0,2,1,0.475,0.4069767441860465,0.5428571428571428,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-05-13,Getafe,Ath Madrid,1,4,0,0,2,0,15,15,23,20,8,5,4,6,0,0,2.4,3.2,2.87,2.4,3.0,2.8,2.25,3.1,2.8,2,6,5,1529.7637011800398,1525.8661172261807,32,36,24,28,0.4722222222222222,0.34285714285714286,0.5294117647058824,0.375,3,0.3333333333333333,0.6666666666666666,1,4,2.0,1.0,3,0,0,2,0.8362369337979093,0.8571428571428572,0.8035714285714286,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-05-19,Betis,Gimnastic,1,1,1,0,0,1,17,9,24,21,7,6,3,1,1,0,1.44,4.2,7.0,1.45,3.7,6.5,1.4,3.75,7.0,2,5,5,1466.5953172915263,1401.5917521918418,32,31,41,61,0.3333333333333333,0.11764705882352941,0.23529411764705882,0.11764705882352941,1,1.0,0.0,1,0,0.0,1.0,0,0,3,4,0.2057142857142857,0.22307692307692306,0.19999999999999998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-05-19,Mallorca,Valencia,0,1,0,0,0,1,9,8,9,16,6,9,3,2,0,0,3.6,3.3,2.0,3.0,3.1,2.2,3.2,3.2,2.0,2,5,5,1509.7634305803276,1601.8703570040068,40,49,42,32,0.3888888888888889,0.3888888888888889,0.47058823529411764,0.29411764705882354,3,0.3333333333333333,0.6666666666666666,3,7,5.0,1.0,4,3,0,0,1.8,1.3636363636363635,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007-05-19,Zaragoza,Ath Bilbao,4,3,2,4,1,2,16,12,18,13,4,4,3,1,0,0,1.8,3.4,4.33,1.75,3.2,4.3,1.66,3.3,4.5,2,5,5,1530.8300797293325,1459.168153748149,47,37,34,55,0.4722222222222222,0.2222222222222222,0.6470588235294118,0.23529411764705882,3,0.3333333333333333,0.3333333333333333,3,3,4.0,0.0,0,0,1,2,0.41570438799076215,0.4069767441860465,0.3688888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-05-20,Recreativo,Real Madrid,2,3,0,0,1,0,7,12,16,15,1,5,1,2,0,0,5.0,3.6,1.66,4.9,3.3,1.65,4.2,3.25,1.72,2,6,5,1512.97696601935,1625.4285683205198,46,55,45,34,0.5625,0.5277777777777778,0.5625,0.5882352941176471,1,1.0,0.0,3,0,3.0,2.0,0,4,2,0,3.0120481927710845,2.96969696969697,2.4418604651162794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007-05-20,Sociedad,Celta,3,1,2,0,1,0,9,19,21,20,1,14,2,2,0,0,2.0,3.3,3.6,1.85,3.1,4.0,1.9,3.4,3.25,2,6,5,1421.8675471577817,1439.0648210340087,26,32,41,52,0.3611111111111111,0.3333333333333333,0.29411764705882354,0.29411764705882354,3,0.0,0.3333333333333333,2,3,3.0,0.0,1,0,0,4,0.5555555555555556,0.4625,0.5846153846153845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-05-20,Levante,Osasuna,1,4,0,1,3,0,19,13,16,17,0,4,1,2,1,0,2.25,3.1,3.2,2.2,2.8,3.3,2.2,3.0,3.0,2,6,5,1465.8273916594287,1477.0931796330337,29,39,43,46,0.29411764705882354,0.3888888888888889,0.29411764705882354,0.29411764705882354,1,0.0,1.0,1,2,1.0,1.0,2,0,0,4,0.703125,0.6666666666666667,0.7333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-05-20,Villarreal,Santander,2,1,2,1,0,2,9,16,17,19,3,2,1,4,0,0,1.66,3.6,5.0,1.8,3.1,4.2,1.72,3.25,4.2,2,6,5,1533.0747599007095,1520.6872598592952,39,39,40,41,0.4722222222222222,0.2222222222222222,0.47058823529411764,0.17647058823529413,3,0.3333333333333333,0.6666666666666666,3,3,3.0,1.0,4,0,0,2,0.33199999999999996,0.42857142857142855,0.4095238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2007-05-20,Espanol,Getafe,1,5,0,1,2,0,13,11,12,21,2,6,0,2,0,0,2.25,3.2,3.1,2.2,2.9,3.2,2.2,3.1,2.87,2,6,5,1489.4021823805438,1522.4613013584787,41,33,43,28,0.3888888888888889,0.3142857142857143,0.4117647058823529,0.25,3,0.3333333333333333,0.6666666666666666,1,7,2.0,1.0,0,0,1,1,0.7258064516129032,0.6875,0.7665505226480837,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-05-20,Ath Madrid,Barcelona,0,6,0,0,3,0,17,20,15,11,10,6,2,0,1,0,3.6,3.3,2.0,3.0,3.1,2.2,3.2,3.1,2.05,2,6,5,1533.1685170477417,1628.7670362282718,40,64,29,30,0.4166666666666667,0.4444444444444444,0.47058823529411764,0.35294117647058826,3,0.6666666666666666,0.0,6,3,2.0,2.0,1,2,0,0,1.8,1.3636363636363635,1.5609756097560978,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-05-20,La Coruna,Sevilla,1,2,0,0,0,1,14,13,22,11,3,6,4,3,0,0,3.6,3.3,2.0,3.2,3.1,2.1,3.1,3.2,2.05,2,6,5,1494.6554262316865,1608.4889621159655,25,59,34,32,0.4166666666666667,0.3611111111111111,0.5294117647058824,0.29411764705882354,3,0.3333333333333333,0.3333333333333333,2,4,3.0,0.0,0,1,1,0,1.8,1.5238095238095237,1.5121951219512197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2007-05-26,Real Madrid,La Coruna,3,1,2,1,0,2,11,19,20,19,4,5,1,4,0,0,1.22,5.5,13.0,1.2,5.0,12.0,1.22,4.8,10.0,2,5,5,1629.9768534276373,1490.1350340608706,58,26,36,36,0.5833333333333334,0.3055555555555556,0.5882352941176471,0.11764705882352941,3,0.3333333333333333,0.6666666666666666,5,5,5.0,0.0,5,0,0,2,0.09384615384615384,0.09999999999999999,0.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-05-26,Valencia,Villarreal,2,3,0,1,1,1,14,12,15,15,9,1,4,4,0,0,1.61,3.6,5.5,1.6,3.4,5.2,1.57,3.5,5.0,2,5,5,1606.8432409529735,1545.5443250162853,50,41,32,41,0.6666666666666666,0.3055555555555556,0.8235294117647058,0.35294117647058826,3,0.3333333333333333,0.3333333333333333,2,2,4.0,3.0,4,5,0,0,0.2927272727272727,0.3076923076923077,0.314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2007-05-26,Barcelona,Getafe,1,0,2,1,0,2,12,9,14,22,4,3,3,5,1,0,1.22,5.5,13.0,1.25,4.6,10.5,1.22,4.8,10.0,2,5,5,1633.6652013327284,1528.808419027669,70,38,30,29,0.7777777777777778,0.3333333333333333,0.7647058823529411,0.29411764705882354,3,0.6666666666666666,0.0,7,3,3.0,2.0,3,1,0,0,0.09384615384615384,0.11904761904761904,0.122,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-05-27,Sevilla,Zaragoza,3,1,2,1,0,2,23,8,15,18,12,4,3,3,0,1,1.57,4.0,5.25,1.6,3.4,5.2,1.57,3.5,5.0,2,6,5,1613.0093542867814,1541.6439111631782,61,51,33,37,0.7222222222222222,0.2222222222222222,0.8235294117647058,0.23529411764705882,3,0.3333333333333333,0.3333333333333333,4,3,4.0,0.0,2,1,0,0,0.29904761904761906,0.3076923076923077,0.314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007-05-27,Santander,Levante,2,3,0,1,2,0,14,13,17,24,5,3,2,5,0,0,2.05,3.3,3.5,2.0,3.2,3.3,2.05,3.2,3.1,2,6,5,1508.2176947437194,1458.9247092850612,40,30,43,47,0.3611111111111111,0.17647058823529413,0.5294117647058824,0.17647058823529413,1,0.0,1.0,0,2,2.0,1.0,0,0,3,1,0.5857142857142856,0.6060606060606061,0.6612903225806451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-05-27,Recreativo,Espanol,0,1,0,0,0,1,16,6,22,20,8,8,1,6,1,0,2.0,3.3,3.6,1.8,3.2,4.0,1.95,3.25,3.3,2,6,5,1508.4286809122325,1483.0550647113535,48,42,48,48,0.5294117647058824,0.19444444444444445,0.5294117647058824,0.23529411764705882,1,1.0,0.0,1,0,2.0,0.0,0,0,3,2,0.5555555555555556,0.45,0.5909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-05-27,Celta,Betis,2,1,2,1,1,1,10,7,25,19,5,5,4,6,0,1,2.3,3.25,3.0,2.3,3.1,2.8,2.25,3.1,2.8,2,6,5,1425.8139861966338,1467.5992027789919,33,33,55,42,0.4166666666666667,0.1388888888888889,0.11764705882352941,0.17647058823529413,3,0.6666666666666666,0.3333333333333333,4,2,1.0,0.0,0,0,5,3,0.7666666666666666,0.8214285714285714,0.8035714285714286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-05-27,Gimnastic,Ath Madrid,0,2,0,0,1,0,16,9,20,20,13,4,3,3,1,0,4.5,3.6,1.72,4.0,3.2,1.8,4.0,3.4,1.72,2,6,5,1400.5878667043762,1528.270351943285,32,40,62,35,0.23529411764705882,0.3611111111111111,0.23529411764705882,0.4117647058823529,1,0.0,0.0,0,0,2.0,2.0,0,0,4,1,2.616279069767442,2.2222222222222223,2.3255813953488373,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-05-27,Ath Bilbao,Mallorca,1,0,2,0,0,1,7,9,11,18,6,5,1,3,0,0,1.57,3.8,5.5,1.6,3.4,5.2,1.61,3.5,4.5,2,6,5,1448.3543223143033,1504.790546631361,40,40,59,43,0.3055555555555556,0.2777777777777778,0.23529411764705882,0.35294117647058826,3,0.6666666666666666,0.0,5,2,2.0,2.0,0,0,3,1,0.28545454545454546,0.3076923076923077,0.3577777777777778,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-05-27,Osasuna,Sociedad,2,0,2,2,0,2,14,18,17,16,11,9,1,2,0,0,3.2,3.25,2.2,2.9,3.2,2.1,2.75,3.1,2.3,2,6,5,1483.9958620074012,1435.1183819951566,43,29,47,42,0.4722222222222222,0.1388888888888889,0.29411764705882354,0.11764705882352941,3,0.6666666666666666,0.3333333333333333,5,3,0.0,2.0,1,2,0,0,1.4545454545454546,1.380952380952381,1.1956521739130437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2007-06-09,Zaragoza,Real Madrid,2,2,1,1,0,2,9,19,19,19,0,8,3,3,0,0,4.75,3.75,1.66,4.5,3.3,1.7,4.33,3.4,1.66,2,5,6,1530.8216033764197,1638.8351139741706,52,61,40,37,0.4864864864864865,0.5405405405405406,0.6666666666666666,0.6111111111111112,3,0.0,0.6666666666666666,1,3,4.0,3.0,0,6,1,0,2.86144578313253,2.6470588235294117,2.608433734939759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-09,Villarreal,Ath Bilbao,3,1,2,2,1,2,7,13,12,9,2,7,2,1,0,0,1.66,3.6,5.0,1.55,3.5,5.5,1.61,3.3,5.0,2,5,6,1554.4350025989102,1462.5754464398196,44,41,43,59,0.4864864864864865,0.21621621621621623,0.5,0.2222222222222222,3,0.6666666666666666,0.0,5,2,3.0,0.0,6,1,0,0,0.33199999999999996,0.2818181818181818,0.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-09,Mallorca,Sevilla,0,0,1,0,0,1,20,12,19,17,5,2,2,4,0,1,5.5,3.8,1.57,5.2,3.4,1.6,5.0,3.5,1.57,2,5,6,1490.5694225058446,1623.83166207354,40,64,44,34,0.3783783783783784,0.3783783783783784,0.4444444444444444,0.3333333333333333,3,0.3333333333333333,0.0,4,3,4.0,1.0,0,3,2,0,3.503184713375796,3.25,3.184713375796178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2007-06-09,Sociedad,Santander,0,0,1,0,0,1,16,4,13,19,9,6,2,7,0,2,1.57,3.8,5.5,1.5,3.8,5.5,1.53,3.6,5.0,2,5,6,1423.6574856421446,1499.6668850846386,29,42,44,46,0.3783783783783784,0.21621621621621623,0.3333333333333333,0.16666666666666666,3,0.3333333333333333,0.3333333333333333,3,3,4.0,1.0,0,0,1,4,0.28545454545454546,0.2727272727272727,0.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2007-06-09,Betis,Osasuna,0,5,0,0,1,0,16,9,23,10,10,2,2,3,0,0,1.66,3.6,5.0,1.65,3.5,4.5,1.61,3.3,5.0,2,5,6,1453.730700006456,1495.4567583604132,34,45,44,47,0.32432432432432434,0.40540540540540543,0.2222222222222222,0.3333333333333333,3,0.6666666666666666,0.3333333333333333,4,5,0.0,2.0,0,2,4,0,0.33199999999999996,0.36666666666666664,0.322,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-09,Barcelona,Espanol,2,2,1,1,1,1,25,8,20,21,11,1,2,4,0,0,1.22,5.5,13.0,1.25,4.6,10.5,1.22,4.8,10.0,2,5,6,1643.5254210057797,1490.9395781827468,71,43,30,48,0.7837837837837838,0.21621621621621623,0.7777777777777778,0.2777777777777778,3,0.6666666666666666,0.3333333333333333,5,4,4.0,1.0,4,1,0,0,0.09384615384615384,0.11904761904761904,0.122,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-09,Ath Madrid,Celta,2,3,0,1,1,1,19,18,20,17,6,7,2,6,1,0,1.66,3.6,5.0,1.5,3.8,5.5,1.61,3.5,4.5,2,5,6,1532.5179281098633,1439.6824889691698,42,35,35,56,0.40540540540540543,0.32432432432432434,0.4444444444444444,0.2777777777777778,3,0.3333333333333333,0.6666666666666666,4,6,2.0,0.0,1,1,0,0,0.33199999999999996,0.2727272727272727,0.3577777777777778,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-09,Levante,Valencia,4,2,2,2,1,2,17,6,20,16,6,3,3,3,1,3,3.2,3.25,2.2,3.4,2.9,2.1,3.2,3.0,2.1,2,5,6,1467.475518944142,1597.9525633703483,33,52,49,35,0.2777777777777778,0.40540540540540543,0.2777777777777778,0.3333333333333333,1,0.0,1.0,0,3,1.0,2.0,1,0,0,1,1.4545454545454546,1.6190476190476188,1.5238095238095237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007-06-10,Getafe,Gimnastic,0,1,0,0,0,1,15,6,20,20,4,2,3,0,0,0,1.4,4.33,7.5,1.45,3.7,6.5,1.44,3.75,6.0,2,6,6,1518.9481993546178,1396.340290537798,38,32,30,64,0.4594594594594595,0.1111111111111111,0.5,0.1111111111111111,1,1.0,0.0,3,1,2.0,0.0,0,0,1,5,0.18666666666666665,0.22307692307692306,0.24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-10,La Coruna,Recreativo,2,5,0,0,2,0,21,16,9,13,12,3,2,0,0,0,2.05,3.3,3.5,1.9,3.1,3.8,2.05,3.2,3.1,2,6,6,1481.2767735143373,1500.5441674408391,27,48,39,49,0.40540540540540543,0.2777777777777778,0.5,0.2777777777777778,1,0.0,0.0,1,1,3.0,0.0,0,0,3,4,0.5857142857142856,0.5,0.6612903225806451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-06-17,Recreativo,Zaragoza,1,1,1,1,0,2,11,10,6,16,6,4,0,4,0,1,3.25,3.0,2.3,3.4,2.5,2.3,3.1,2.8,2.25,2,6,6,1507.240150071177,1536.1829205371744,53,54,51,42,0.5,0.21621621621621623,0.5,0.2222222222222222,1,0.0,0.0,0,0,2.0,0.0,1,0,0,1,1.4130434782608696,1.4782608695652175,1.3777777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
