Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,IWH,IWD,IWA,WHH,WHD,WHA,Season,MatchDayOfWeek,MatchMonth,HomeElo,AwayElo,HomeTeamGoalsCurrentSeason,AwayTeamGoalsCurrentSeason,HomeTeamGoalsConcededCurrentSeason,AwayTeamGoalsConcededCurrentSeason,HomeWinRateHistorical,AwayWinRateHistorical,HomeWinRateSeason,AwayWinRateSeason,HeadToHeadMatches,HeadToHeadHomeWinRate,HeadToHeadAwayWinRate,HeadToHeadHomeGoals,HeadToHeadAwayGoals,HomeGoalsLast5Matches,AwayGoalsLast5Matches,HomeWinningStreakCurrentSeason,AwayWinningStreakCurrentSeason,HomeLosingStreakCurrentSeason,AwayLosingStreakCurrentSeason,OddsRatioHomeAwayB365,OddsRatioHomeAwayIWD,OddsRatioHomeAwayWH,HomeTeam_Ajaccio,HomeTeam_Ajaccio GFCO,HomeTeam_Amiens,HomeTeam_Angers,HomeTeam_Arles,HomeTeam_Auxerre,HomeTeam_Bastia,HomeTeam_Bordeaux,HomeTeam_Boulogne,HomeTeam_Brest,HomeTeam_Caen,HomeTeam_Clermont,HomeTeam_Dijon,HomeTeam_Evian Thonon Gaillard,HomeTeam_Grenoble,HomeTeam_Guingamp,HomeTeam_Le Havre,HomeTeam_Le Mans,HomeTeam_Lens,HomeTeam_Lille,HomeTeam_Lorient,HomeTeam_Lyon,HomeTeam_Marseille,HomeTeam_Metz,HomeTeam_Monaco,HomeTeam_Montpellier,HomeTeam_Nancy,HomeTeam_Nantes,HomeTeam_Nice,HomeTeam_Nimes,HomeTeam_Paris SG,HomeTeam_Reims,HomeTeam_Rennes,HomeTeam_Sochaux,HomeTeam_St Etienne,HomeTeam_Strasbourg,HomeTeam_Toulouse,HomeTeam_Troyes,HomeTeam_Valenciennes,AwayTeam_Ajaccio,AwayTeam_Ajaccio GFCO,AwayTeam_Amiens,AwayTeam_Angers,AwayTeam_Arles,AwayTeam_Auxerre,AwayTeam_Bastia,AwayTeam_Bordeaux,AwayTeam_Boulogne,AwayTeam_Brest,AwayTeam_Caen,AwayTeam_Clermont,AwayTeam_Dijon,AwayTeam_Evian Thonon Gaillard,AwayTeam_Grenoble,AwayTeam_Guingamp,AwayTeam_Le Havre,AwayTeam_Le Mans,AwayTeam_Lens,AwayTeam_Lille,AwayTeam_Lorient,AwayTeam_Lyon,AwayTeam_Marseille,AwayTeam_Metz,AwayTeam_Monaco,AwayTeam_Montpellier,AwayTeam_Nancy,AwayTeam_Nantes,AwayTeam_Nice,AwayTeam_Nimes,AwayTeam_Paris SG,AwayTeam_Reims,AwayTeam_Rennes,AwayTeam_Sochaux,AwayTeam_St Etienne,AwayTeam_Strasbourg,AwayTeam_Toulouse,AwayTeam_Troyes,AwayTeam_Valenciennes
2012-02-12,Toulouse,St Etienne,0,1,0,0,0,1,12,17,15,12,1,6,1,2,0,0,2.1,3.0,4.0,2.1,3.1,3.3,2.15,3.1,3.6,5.0,6,2,1541.3405152304435,1537.4090337945015,22,24,22,24,0.42528735632183906,0.22988505747126436,0.6363636363636364,0.36363636363636365,9,0.3333333333333333,0.3333333333333333,11,10,3.0,2.0,0,0,1,1,0.525,0.6363636363636365,0.5972222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-02-12,Lille,Bordeaux,4,5,0,1,2,0,15,11,13,17,6,0,1,3,0,0,1.62,3.75,5.5,1.75,3.3,4.5,1.67,3.5,5.5,5.0,6,2,1689.9797455431878,1566.9133542468526,36,24,21,23,0.6091954022988506,0.37209302325581395,0.5454545454545454,0.2,9,0.2222222222222222,0.1111111111111111,11,10,3.0,1.0,1,2,0,0,0.29454545454545455,0.3888888888888889,0.30363636363636365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-18,Sochaux,Auxerre,0,0,1,0,0,1,12,7,9,16,4,7,1,1,0,0,2.4,3.1,3.1,2.3,3.1,2.9,2.5,3.0,3.0,5.0,5,2,1465.756644335769,1507.8801697219858,22,29,37,36,0.3953488372093023,0.29069767441860467,0.3,0.0,9,0.2222222222222222,0.5555555555555556,6,12,1.0,0.0,0,0,7,3,0.7741935483870968,0.793103448275862,0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-18,Nancy,Toulouse,0,3,0,0,2,0,9,17,17,14,0,7,0,0,0,0,2.5,3.2,2.8,2.4,3.1,2.8,2.62,2.9,3.0,5.0,5,2,1486.7642597670938,1534.0372107354717,22,22,30,23,0.38636363636363635,0.26436781609195403,0.16666666666666666,0.18181818181818182,9,0.1111111111111111,0.4444444444444444,2,8,0.0,0.0,0,0,1,2,0.8928571428571429,0.8571428571428572,0.8733333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-02-18,Marseille,Valenciennes,1,1,1,1,0,2,21,4,14,28,7,5,1,3,0,0,1.44,4.0,8.0,1.45,3.9,6.5,1.53,3.75,7.0,5.0,5,2,1679.2153797344265,1507.9054499206068,33,23,21,26,0.5795454545454546,0.125,0.5,0.08333333333333333,9,0.3333333333333333,0.3333333333333333,19,14,3.0,1.0,6,2,0,0,0.18,0.22307692307692306,0.21857142857142858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-02-18,Ajaccio,Brest,0,0,1,0,0,1,14,7,17,17,13,3,4,3,0,0,2.6,3.1,2.8,2.4,3.1,2.8,2.7,3.0,2.8,5.0,5,2,1475.007485127901,1506.158029414366,25,21,42,22,0.2727272727272727,0.16666666666666666,0.2727272727272727,0.0,1,0.0,0.0,1,1,2.0,0.0,0,0,1,2,0.9285714285714287,0.8571428571428572,0.9642857142857144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-18,Dijon,Nice,3,0,2,1,0,2,7,8,11,18,4,6,0,3,0,0,2.38,3.2,3.0,2.2,3.0,3.2,2.5,3.0,3.0,5.0,5,2,1468.7109685543426,1465.672298115361,26,22,42,26,0.36363636363636365,0.19540229885057472,0.36363636363636365,0.0,1,0.0,0.0,1,1,2.0,0.0,0,0,2,2,0.7933333333333333,0.6875,0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012-02-18,Caen,Evian Thonon Gaillard,2,2,1,1,0,2,14,12,19,16,3,4,2,2,0,0,2.25,3.1,3.4,2.1,3.0,3.4,2.2,3.0,3.6,5.0,5,2,1461.1751531544103,1485.407000885534,26,29,33,35,0.373134328358209,0.0,0.3,0.0,1,1.0,0.0,4,2,1.0,0.0,1,0,0,2,0.6617647058823529,0.6176470588235294,0.6111111111111112,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-18,Lorient,Lille,0,1,0,0,0,1,9,10,14,20,4,3,1,2,0,0,3.25,3.2,2.25,2.9,3.1,2.3,3.4,3.0,2.3,5.0,5,2,1513.1686722746128,1679.3168151442446,22,40,25,26,0.42528735632183906,0.3372093023255814,0.45454545454545453,0.4,9,0.3333333333333333,0.1111111111111111,14,13,2.0,1.0,0,0,3,1,1.4444444444444444,1.2608695652173914,1.4782608695652175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-19,Bordeaux,Lyon,1,0,2,1,0,2,9,6,11,18,2,0,2,2,0,0,2.5,3.1,2.9,2.4,3.1,2.8,2.5,3.0,3.0,5.0,6,2,1577.5762846457958,1614.8665364611595,29,37,27,27,0.5909090909090909,0.4318181818181818,0.4166666666666667,0.3333333333333333,9,0.3333333333333333,0.4444444444444444,11,14,5.0,2.0,3,0,0,1,0.8620689655172414,0.8571428571428572,0.8333333333333334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-19,Paris SG,Montpellier,2,2,1,1,1,1,14,15,14,17,4,6,3,2,0,0,1.8,3.3,4.75,1.75,3.4,4.3,1.83,3.4,4.5,5.0,6,2,1641.24614169167,1611.0442663225429,38,45,19,23,0.48863636363636365,0.3673469387755102,0.75,0.45454545454545453,5,0.2,0.2,8,7,3.0,2.0,6,4,0,0,0.37894736842105264,0.4069767441860465,0.4066666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-19,St Etienne,Rennes,4,0,2,1,0,2,14,14,14,11,3,8,1,1,0,0,2.3,3.1,3.25,2.4,3.2,2.7,2.5,3.0,3.0,5.0,6,2,1544.7123382894733,1567.2008052124734,25,33,24,25,0.4418604651162791,0.29545454545454547,0.5,0.5,9,0.1111111111111111,0.5555555555555556,4,9,3.0,2.0,1,1,0,0,0.7076923076923076,0.8888888888888888,0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-02-22,Caen,Auxerre,2,1,2,0,0,1,17,13,16,17,6,4,2,1,0,0,2.1,3.25,3.5,2.2,3.1,3.1,2.2,3.1,3.5,5.0,2,2,1464.605853826194,1504.0033899787984,28,29,35,36,0.36764705882352944,0.28735632183908044,0.2727272727272727,0.0,7,0.2857142857142857,0.2857142857142857,6,5,1.0,0.0,1,0,0,3,0.6,0.7096774193548387,0.6285714285714287,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-22,Sochaux,Lille,0,1,0,0,0,1,12,16,18,14,5,5,2,1,0,0,5.0,3.5,1.73,4.6,3.5,1.65,4.5,3.5,1.8,5.0,2,2,1469.6334240789563,1682.8706301305629,22,41,37,26,0.39080459770114945,0.3448275862068966,0.2727272727272727,0.45454545454545453,9,0.1111111111111111,0.3333333333333333,9,11,1.0,2.0,0,1,7,0,2.8901734104046244,2.7878787878787876,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-22,St Etienne,Lorient,4,2,2,0,0,1,16,7,15,9,6,4,3,2,0,0,2.0,3.2,4.0,1.85,3.25,4.0,2.0,3.2,4.0,5.0,2,2,1558.0986903215237,1509.6148572882946,29,22,24,26,0.4482758620689655,0.21839080459770116,0.5454545454545454,0.09090909090909091,9,0.1111111111111111,0.6666666666666666,5,19,4.0,0.0,2,0,0,4,0.5,0.4625,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-25,Nice,Caen,1,0,2,0,0,1,9,12,18,21,4,4,1,2,0,1,2.05,3.2,3.75,2.2,3.1,3.1,2.15,3.2,3.5,5.0,5,2,1452.9517907383529,1478.4157633887276,22,30,29,36,0.3977272727272727,0.18840579710144928,0.3333333333333333,0.25,7,0.14285714285714285,0.2857142857142857,7,10,2.0,1.0,0,2,3,0,0.5466666666666666,0.7096774193548387,0.6142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-25,Ajaccio,Dijon,2,1,2,0,0,1,13,12,15,22,6,4,1,2,0,0,2.3,3.25,3.1,2.2,3.1,3.1,2.3,3.1,3.25,5.0,5,2,1478.61266906737,1481.4314759313506,25,29,42,42,0.25,0.16666666666666666,0.25,0.16666666666666666,1,0.0,0.0,1,1,2.0,1.0,0,1,1,0,0.7419354838709676,0.7096774193548387,0.7076923076923076,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-25,Auxerre,St Etienne,0,0,1,0,0,1,9,6,13,14,4,6,0,3,0,0,2.63,3.1,2.75,2.6,3.1,2.6,2.55,3.1,2.88,5.0,5,2,1490.193480416265,1569.5706730971544,30,33,38,26,0.42045454545454547,0.23863636363636365,0.3333333333333333,0.4166666666666667,9,0.2222222222222222,0.2222222222222222,8,10,1.0,3.0,0,3,4,0,0.9563636363636363,1.0,0.8854166666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-02-25,Evian Thonon Gaillard,Nancy,2,0,2,2,0,2,7,15,15,18,8,8,2,3,0,0,2.1,3.25,3.5,2.1,3.1,3.3,2.15,3.2,3.5,5.0,5,2,1481.9763002137502,1480.766247830964,31,22,37,33,0.5,0.25287356321839083,0.5,0.2727272727272727,1,0.0,0.0,1,1,4.0,3.0,0,0,2,2,0.6,0.6363636363636365,0.6142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-25,Lyon,Paris SG,4,4,1,3,2,2,15,20,17,11,7,9,3,3,0,0,2.3,3.25,3.1,2.25,3.1,3.0,2.3,3.2,3.1,5.0,5,2,1601.1085949058274,1643.2284961637488,37,40,28,21,0.632183908045977,0.3218390804597701,0.7272727272727273,0.5454545454545454,9,0.3333333333333333,0.3333333333333333,12,12,3.0,3.0,0,6,2,0,0.7419354838709676,0.75,0.7419354838709676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-02-25,Montpellier,Bordeaux,1,0,2,0,0,1,15,7,16,10,7,5,2,0,0,0,1.91,3.3,4.2,2.0,3.1,3.5,2.0,3.2,4.0,5.0,5,2,1609.061911850464,1591.3342262011279,47,30,25,27,0.58,0.3793103448275862,0.8333333333333334,0.2727272727272727,5,0.2,0.4,4,6,4.0,1.0,4,4,0,0,0.4547619047619047,0.5714285714285714,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-25,Valenciennes,Lorient,2,0,2,0,0,1,13,15,16,10,6,2,0,1,0,0,2.0,3.2,4.0,2.0,3.1,3.5,1.95,3.1,4.33,5.0,5,2,1509.929571399428,1498.1428745126639,24,24,27,30,0.4827586206896552,0.2159090909090909,0.5454545454545454,0.08333333333333333,9,0.3333333333333333,0.3333333333333333,13,10,4.0,0.0,2,0,0,5,0.5,0.5714285714285714,0.4503464203233256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-26,Rennes,Lille,1,1,1,0,1,0,14,18,17,11,4,4,2,3,1,0,2.6,3.1,2.8,2.6,3.1,2.6,2.75,3.1,2.65,5.0,6,2,1553.814453180423,1685.7000195416922,33,42,29,26,0.5172413793103449,0.3522727272727273,0.45454545454545453,0.5,9,0.1111111111111111,0.5555555555555556,9,15,3.0,3.0,0,2,1,0,0.9285714285714287,1.0,1.0377358490566038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-26,Brest,Marseille,1,0,2,1,0,2,7,22,24,11,8,13,1,2,0,0,4.0,3.2,2.0,3.5,3.1,2.0,3.75,3.2,2.05,5.0,6,2,1502.552845474897,1677.1912582556054,21,34,22,22,0.3225806451612903,0.45348837209302323,0.3333333333333333,0.4,3,0.0,0.3333333333333333,1,4,2.0,4.0,0,6,2,0,2.0,1.75,1.829268292682927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-26,Toulouse,Sochaux,2,0,2,1,0,2,21,12,31,14,9,5,3,1,0,0,1.53,3.8,6.5,1.6,3.6,5.0,1.53,3.75,7.0,5.0,6,2,1540.0352226716016,1466.804034667827,25,22,23,38,0.42045454545454547,0.20454545454545456,0.5833333333333334,0.08333333333333333,9,0.5555555555555556,0.4444444444444444,11,10,3.0,0.0,1,0,0,8,0.2353846153846154,0.32,0.21857142857142858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-03-03,Sochaux,Valenciennes,1,1,1,0,0,1,18,8,11,20,8,1,0,1,0,0,2.9,3.1,2.5,2.5,3.1,2.7,3.0,3.1,2.45,5.0,5,3,1456.0350872683866,1522.4153674452973,22,26,40,27,0.38636363636363635,0.12359550561797752,0.25,0.07692307692307693,9,0.2222222222222222,0.3333333333333333,11,17,0.0,1.0,0,3,9,0,1.16,0.9259259259259258,1.2244897959183672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-03-03,St Etienne,Evian Thonon Gaillard,0,2,0,0,1,0,18,13,3,11,6,8,0,0,0,0,1.62,3.6,6.0,1.65,3.4,4.7,1.67,3.5,5.5,5.0,5,3,1564.822364823051,1494.745473948491,33,33,26,37,0.45454545454545453,0.0,0.5833333333333334,0.0,1,1.0,0.0,2,1,4.0,0.0,3,1,0,0,0.27,0.351063829787234,0.30363636363636365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-03,Nancy,Lyon,2,0,2,0,0,1,14,8,15,14,2,8,0,0,0,0,3.6,3.2,2.1,3.2,3.2,2.1,3.6,3.2,2.1,5.0,5,3,1467.997074096223,1604.9852860151682,22,41,35,32,0.38202247191011235,0.42696629213483145,0.15384615384615385,0.3076923076923077,9,0.0,0.8888888888888888,6,21,0.0,1.0,0,0,3,2,1.7142857142857142,1.5238095238095237,1.7142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-03,Bordeaux,Nice,1,2,0,0,2,0,13,8,13,14,7,1,1,4,0,0,1.57,3.6,6.5,1.6,3.5,5.2,1.62,3.6,6.0,5.0,5,3,1579.009528503256,1466.4137427243193,30,23,28,29,0.5955056179775281,0.19318181818181818,0.46153846153846156,0.0,9,0.3333333333333333,0.2222222222222222,13,10,5.0,0.0,0,1,1,0,0.24153846153846154,0.3076923076923077,0.27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012-03-03,Lille,Auxerre,2,2,1,1,0,2,12,6,9,24,2,3,1,4,1,1,1.4,4.2,9.0,1.45,3.9,6.5,1.44,4.0,8.0,5.0,5,3,1679.867215481334,1494.9417886903684,43,30,27,38,0.6022727272727273,0.2840909090909091,0.5,0.0,9,0.4444444444444444,0.4444444444444444,12,13,3.0,0.0,2,0,0,4,0.15555555555555556,0.22307692307692306,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-03,Dijon,Montpellier,1,1,1,0,0,1,9,13,23,13,1,8,3,1,0,0,3.8,3.2,2.05,3.7,3.3,1.9,3.6,3.2,2.1,5.0,5,3,1468.5555819612694,1621.3866095483359,30,48,44,25,0.4166666666666667,0.36,0.4166666666666667,0.4166666666666667,1,0.0,1.0,3,5,2.0,2.0,0,5,1,0,1.853658536585366,1.9473684210526319,1.7142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-03,Marseille,Toulouse,0,1,0,0,0,1,13,8,15,25,3,5,1,3,0,0,1.57,3.6,6.5,1.65,3.4,4.7,1.57,3.6,6.5,5.0,5,3,1660.6044897969864,1550.8041700710419,34,27,23,23,0.5730337078651685,0.2727272727272727,0.46153846153846156,0.25,9,0.1111111111111111,0.1111111111111111,8,8,2.0,1.0,0,2,1,0,0.24153846153846154,0.351063829787234,0.24153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-03-04,Caen,Brest,0,0,1,0,0,1,23,13,16,13,6,2,1,2,0,1,2.1,3.1,3.75,2.15,2.9,3.4,2.1,3.1,3.75,5.0,6,3,1464.9538114027612,1519.1396139335156,30,22,37,22,0.37681159420289856,0.16129032258064516,0.3333333333333333,0.0,3,0.3333333333333333,0.3333333333333333,4,4,1.0,0.0,0,1,1,0,0.56,0.6323529411764706,0.56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-04,Lorient,Rennes,0,2,0,0,1,0,13,9,13,16,6,3,2,0,0,0,2.63,3.1,2.75,2.5,3.1,2.7,2.6,3.0,2.88,5.0,6,3,1485.6570784667945,1559.6472572407813,24,34,32,30,0.42045454545454547,0.29213483146067415,0.4166666666666667,0.46153846153846156,9,0.2222222222222222,0.6666666666666666,7,13,1.0,1.0,0,0,6,1,0.9563636363636363,0.9259259259259258,0.9027777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
